setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jlgdz,0.53,303.15,101.3,1162.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.53,315.15,101.3,1162.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.641,298.15,101.3,1144,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.641,303.15,101.3,1132.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.641,315.15,101.3,1132.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.747,298.15,101.3,1101.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.747,303.15,101.3,1097.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.747,315.15,101.3,1089.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.804,298.15,101.3,1068.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.804,303.15,101.3,1064.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.804,315.15,101.3,1056.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.857,298.15,101.3,1027.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.857,303.15,101.3,1023.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.857,315.15,101.3,1015.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.899,298.15,101.3,983.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.899,303.15,101.3,979,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.899,315.15,101.3,970.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.931,298.15,101.3,938.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.931,303.15,101.3,934.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.931,315.15,101.3,925.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.963,298.15,101.3,881.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.963,303.15,101.3,877.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.963,315.15,101.3,868.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.983,298.15,101.3,833.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.983,303.15,101.3,829.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.983,315.15,101.3,820.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
