setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jlgdz,0.038,298.15,101.3,1233.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.038,303.15,101.3,1222.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.038,315.15,101.3,1222.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.103,298.15,101.3,1228.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.103,303.15,101.3,1217.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.103,315.15,101.3,1217.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.189,298.15,101.3,1221.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.189,303.15,101.3,1210.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.189,315.15,101.3,1210.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.238,298.15,101.3,1216.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.238,303.15,101.3,1205.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.238,315.15,101.3,1205.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.373,298.15,101.3,1200.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.373,303.15,101.3,1190,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.373,315.15,101.3,1190,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.439,298.15,101.3,1190.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.439,303.15,101.3,1179.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.439,315.15,101.3,1179.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
jlgdz,0.53,298.15,101.3,1173.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABHjxw,CCn1cc[n+](C)c1.COCCOCCOS(=O)(=O)[O-],1-ethyl-3-methylimidazolium 2-(2-methoxyethoxy) ethylsulfate,,,
