setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nwZPn,298.15,0,101,997.04,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.0987,101,1105.32,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.1484,101,1127.69,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.1995,101,1144.04,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.2938,101,1164.2,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.3955,101,1178.17,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.5049,101,1188.45,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.6048,101,1195.57,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.691,101,1201.01,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.8068,101,1206.39,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,0.8823,101,1209.79,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,298.15,1,101,1214.1,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0,101,990.22,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.0992,101,1091.29,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.1471,101,1112.92,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.1959,101,1128.96,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.246,101,1140.79,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.2913,101,1149.18,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.3913,101,1163.17,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.4874,101,1172.87,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.5961,101,1181.08,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.6764,101,1185.8,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.7526,101,1190.05,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.7832,101,1191.63,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.8545,101,1194.49,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,0.9285,101,1197.41,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
nwZPn,318.15,1,101,1200.23,Vreekamp et al. (2011),Density,Liquid,AADYJk,O,water,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
