setid,Mole fraction of butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qtdBc,0.3784,333.15,100,1222,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.3784,338.15,100,1217.5,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.3784,343.15,100,1213.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.3784,348.15,100,1208.6,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.3784,353.15,100,1204,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,323.15,100,1253.6,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,328.15,100,1249.1,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,333.15,100,1244.7,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,338.15,100,1240.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,343.15,100,1235.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,348.15,100,1231.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.443,353.15,100,1226.8,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,323.15,100,1284.8,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,328.15,100,1280.4,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,333.15,100,1275.9,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,338.15,100,1271.5,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,343.15,100,1267,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,348.15,100,1262.6,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.5485,353.15,100,1258.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,323.15,100,1317.7,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,328.15,100,1313.3,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,333.15,100,1308.8,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,338.15,100,1304.4,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,343.15,100,1299.8,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,348.15,100,1295.6,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.6863,353.15,100,1291.1,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,323.15,100,1358,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,328.15,100,1354,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,333.15,100,1349.3,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,338.15,100,1344.9,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,343.15,100,1340.5,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,348.15,100,1336.2,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,0.9121,353.15,100,1331.9,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,323.15,100,1371,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,328.15,100,1366,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,333.15,100,1362,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,338.15,100,1358,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,343.15,100,1353,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,348.15,100,1349,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
qtdBc,1,353.15,100,1344.7,Domanska et al. (2014e),Density,Liquid,AARRrA,CC(O)C(C)O,"2,3-butanediol",ABYLZx,CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide,,,
