setid,"MolaLity of 1-butyl-3-methylimidazolium iodide, mol/kg","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qMcaW,0,2.2441,298.1,100,1021.7,Shokri and Sadeghi (2021),Density,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
qMcaW,1.5769,1.3975,298.1,100,1107.3,Shokri and Sadeghi (2021),Density,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
qMcaW,3.0465,0.8159,298.1,100,1165.6,Shokri and Sadeghi (2021),Density,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
qMcaW,5.2299,0,298.1,100,1231.9,Shokri and Sadeghi (2021),Density,Liquid,AAzJkz,CCCC[n+]1ccn(C)c1.[I-],1-butyl-3-methylimidazolium iodide,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water
