setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uITUj,298.15,0,101,1017,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,298.15,0.00471,101,1017.6,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,298.15,0.00615,101,1017.9,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,298.15,0.00747,101,1018,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,298.15,0.00877,101,1018.2,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,298.15,0.01019,101,1018.4,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0,101,1013.9,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0.00471,101,1014.6,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0.00615,101,1014.8,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0.00747,101,1015,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0.00877,101,1015.2,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
uITUj,303.15,0.01019,101,1015.3,Ma et al. (2013b),Density,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,
