setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,Mole fraction of N-methyldiethanolamine,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QiPVB,333.15,0.1986,0.0794,101,1105.3,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.2954,0.6203,101,1081,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.2959,0.4832,101,1089.8,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.2963,0.3457,101,1100,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.2968,0.2077,101,1111.6,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.2972,0.0694,101,1124.3,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.3934,0.531,101,1098.6,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.3939,0.4136,101,1106.8,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.3944,0.2958,101,1116,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.395,0.1777,101,1126.1,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.3955,0.0593,101,1137.5,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.4912,0.442,101,1114.4,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.4917,0.3442,101,1121.7,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.4923,0.2461,101,1129.7,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.493,0.1478,101,1138.5,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.4934,0.0493,101,1147.7,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.5887,0.3532,101,1128.8,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.5893,0.275,101,1134.9,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.5898,0.1966,101,1141.4,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.5903,0.118,101,1148.2,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.5909,0.0394,101,1155.5,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.6861,0.2646,101,1142,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.6866,0.2059,101,1146.6,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.687,0.1472,101,1151.3,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.6874,0.0884,101,1156.3,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.6877,0.0295,101,1161.9,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.7831,0.1762,101,1154.2,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.7836,0.1371,101,1157.6,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.7839,0.0979,101,1160.8,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.7842,0.0588,101,1164.4,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.7845,0.0196,101,1167.3,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.8801,0.0879,101,1165.6,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.8804,0.0684,101,1167.4,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.8805,0.0294,101,1170,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.8806,0.0098,101,1171.7,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
QiPVB,333.15,0.8806,0.0488,101,1169,Yin et al. (2017),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAWveB,CN(CCO)CCO,N-methyldiethanolamine,AADYJk,O,water
