setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-butyl-3-methylpyridinium tetrafluoroborate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qkpTL,5000,298.15,0.00732841,1012.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,5000,298.15,0.00821075,1014.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,5000,298.15,0.00909458,1015.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,5000,298.15,0.0102379,1017.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,5000,298.15,0.0121746,1020.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,5000,298.15,1,1184.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0,1000.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00110646,1002.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.0018407,1003.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00214305,1004.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00239627,1005,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00400044,1007.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00443757,1008.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00487854,1009.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00552197,1010.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00634531,1012,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00732841,1013.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00821075,1015.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.00909458,1016.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.0102379,1018.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,0.0121746,1022,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,7500,298.15,1,1185.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0,1001.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00110646,1003.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.0018407,1005,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00214305,1005.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00239627,1006.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00400044,1009,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00443757,1009.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00487854,1010.5,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00552197,1011.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00634531,1013.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00732841,1014.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00821075,1016.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.00909458,1018,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.0102379,1019.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,0.0121746,1023,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,10000,298.15,1,1187,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0,1005.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00110646,1007.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.0018407,1009.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00214305,1010,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00239627,1010.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00400044,1013.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00443757,1014,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00487854,1014.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00552197,1015.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00634531,1017.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00732841,1019,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00821075,1020.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.00909458,1022.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.0102379,1023.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,0.0121746,1027.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,20000,298.15,1,1191.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0,1010.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00110646,1012.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.0018407,1013.7,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00214305,1014.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00239627,1014.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00400044,1017.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00443757,1018.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00487854,1018.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00552197,1020.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00634531,1021.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00732841,1023.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00821075,1025.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.00909458,1026.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.0102379,1028.1,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,0.0121746,1031.2,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,30000,298.15,1,1195.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0,1014.3,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00110646,1016.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.0018407,1017.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00214305,1018.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00239627,1018.8,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00400044,1021.6,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00443757,1022.4,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
qkpTL,40000,298.15,0.00487854,1022.9,Troncoso (2021),Density,Liquid,AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,AADYJk,O,water,,,
