setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TOSHV,298.15,0,101,777.5,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.1563,101,851.54,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.3025,101,910.65,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.4175,101,951.05,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.5225,101,983.58,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.6252,101,1011.86,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.7202,101,1035.54,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.794,101,1052.58,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.7994,101,1053.88,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
TOSHV,298.15,0.8691,101,1069.21,Malek et al. (2014a),Density,Liquid,AAYsGl,CCCCCCCCN,1-octanamine,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
