setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mCndP,288.15,0.03084,100,0.507,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.04315,100,0.701,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.05091,100,0.825,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.06473,100,1.039,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.06874,100,1.103,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.08186,100,1.302,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.08631,100,1.37,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.1079,100,1.692,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,288.15,0.1295,100,2.005,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.01061,100,0.164,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.01522,100,0.236,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.03084,100,0.472,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.05091,100,0.766,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.06874,100,1.021,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,293.15,0.08186,100,1.2,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.01061,100,0.151,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.01522,100,0.218,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.02157,100,0.305,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.03084,100,0.436,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.04315,100,0.6,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.05091,100,0.704,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.06473,100,0.887,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.06874,100,0.939,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.08186,100,1.107,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.0863,100,1.165,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.1079,100,1.434,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,298.15,0.1295,100,1.702,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.01061,100,0.14,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.01522,100,0.2,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.03084,100,0.402,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.05091,100,0.65,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.06874,100,0.867,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,303.15,0.08186,100,1.021,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.01061,100,0.13,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.01522,100,0.186,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.03084,100,0.371,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.04315,100,0.508,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.05091,100,0.602,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.06473,100,0.753,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.06874,100,0.802,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.08186,100,0.943,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.08631,100,0.991,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.1079,100,1.221,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,308.15,0.1295,100,1.45,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.01061,100,0.119,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.01522,100,0.172,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.03084,100,0.343,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.05091,100,0.555,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.06874,100,0.739,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,313.15,0.08186,100,0.87,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.01061,100,0.111,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.01522,100,0.158,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.03084,100,0.318,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.04314,100,0.434,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.05091,100,0.513,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.06472,100,0.642,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.06874,100,0.683,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.08186,100,0.804,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.08631,100,0.848,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.1079,100,1.041,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
mCndP,318.15,0.1295,100,1.233,Havlov and Dohnal (2018),Density,Liquid,AADYJk,O,water,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
