setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
npDMd,0.4282,313.15,101,1208.27,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,323.15,101,1200.08,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,333.15,101,1191.94,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,343.15,101,1183.84,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,353.15,101,1175.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,293.15,101,1239.84,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,298.15,101,1235.74,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,303.15,101,1231.67,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,313.15,101,1223.57,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,323.15,101,1215.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,333.15,101,1207.57,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,343.15,101,1199.66,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5219,353.15,101,1191.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,293.15,101,1249.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,298.15,101,1245.16,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,303.15,101,1241.14,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,313.15,101,1233.14,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,323.15,101,1225.22,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,333.15,101,1217.36,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,343.15,101,1209.56,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.5902,353.15,101,1201.81,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,293.15,101,1263.06,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,298.15,101,1259.09,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,303.15,101,1255.14,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,313.15,101,1247.3,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,323.15,101,1239.53,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,333.15,101,1231.84,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,343.15,101,1224.21,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7069,353.15,101,1216.62,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,293.15,101,1272.55,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,298.15,101,1268.64,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,303.15,101,1264.73,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,313.15,101,1256.99,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,323.15,101,1249.33,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,333.15,101,1241.74,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,343.15,101,1234.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.7979,353.15,101,1226.73,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,293.15,101,1283,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,298.15,101,1279.1,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,303.15,101,1275.3,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,313.15,101,1267.7,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,323.15,101,1260.1,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,333.15,101,1252.6,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,343.15,101,1245.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.9128,353.15,101,1237.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,293.15,101,1290.6,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,298.15,101,1286.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,303.15,101,1283,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,313.15,101,1275.5,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,323.15,101,1268,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,333.15,101,1260.5,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,343.15,101,1253.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,1,353.15,101,1245.9,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
