setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
npDMd,0,293.15,101,1100.76,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,298.15,101,1095.74,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,303.15,101,1090.73,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,313.15,101,1080.69,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,323.15,101,1070.66,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,333.15,101,1060.63,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,343.15,101,1050.58,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0,353.15,101,1040.51,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,293.15,101,1142.04,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,298.15,101,1137.39,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,303.15,101,1132.73,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,313.15,101,1123.43,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,323.15,101,1114.16,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,333.15,101,1104.9,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,343.15,101,1095.67,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.1041,353.15,101,1086.42,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,293.15,101,1176.77,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,298.15,101,1172.35,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,303.15,101,1167.92,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,313.15,101,1159.12,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,323.15,101,1150.36,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,333.15,101,1141.62,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,343.15,101,1132.93,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.2134,353.15,101,1124.24,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,293.15,101,1205.9,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,298.15,101,1201.64,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,303.15,101,1197.38,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,313.15,101,1188.92,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,323.15,101,1180.51,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,333.15,101,1172.14,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,343.15,101,1163.82,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.3311,353.15,101,1155.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,293.15,101,1224.86,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,298.15,101,1220.69,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
npDMd,0.4282,303.15,101,1216.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
