setid,"MolaLity of sodium 2,5-dimethylbenzenesulfonate, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NfUKS,0.08413,101,298.15,6,Sway et al. (1986),Density,Liquid,AAoCHA,Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+],"sodium 2,5-dimethylbenzenesulfonate",AADYJk,O,water,,,
NfUKS,0.1707,101,298.15,12.003,Sway et al. (1986),Density,Liquid,AAoCHA,Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+],"sodium 2,5-dimethylbenzenesulfonate",AADYJk,O,water,,,
NfUKS,0.2762,101,298.15,19.115,Sway et al. (1986),Density,Liquid,AAoCHA,Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+],"sodium 2,5-dimethylbenzenesulfonate",AADYJk,O,water,,,
NfUKS,0.5356,101,298.15,35.607,Sway et al. (1986),Density,Liquid,AAoCHA,Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+],"sodium 2,5-dimethylbenzenesulfonate",AADYJk,O,water,,,
NfUKS,0.7319,101,298.15,47.503,Sway et al. (1986),Density,Liquid,AAoCHA,Cc1ccc(C)c(S(=O)(=O)[O-])c1.[Na+],"sodium 2,5-dimethylbenzenesulfonate",AADYJk,O,water,,,
