setid,"Temperature, K","Pressure, kPa",Mole fraction of lithium bis((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jVZFm,503,100,0.67,1767,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
jVZFm,522.9,100,0.67,1738,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
jVZFm,553.1,100,0.67,1717,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
jVZFm,572.9,100,0.67,1696,Kubota et al. (2010a),Density,Liquid,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
