setid,"Temperature, K","MolaLity of 1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XpZXw,298.15,0.0303,101.3,973.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.0398,101.3,975,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.0794,101.3,980.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.2476,101.3,1002.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.3513,101.3,1014.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.4028,101.3,1020.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.4536,101.3,1026.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,298.15,0.4968,101.3,1031,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0,101.3,963.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.0303,101.3,968,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.0398,101.3,969.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.0794,101.3,974.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.2476,101.3,996.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.3513,101.3,1009.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.4028,101.3,1015.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.4536,101.3,1020.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,303.15,0.4968,101.3,1025.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0,101.3,957.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.0303,101.3,962.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.0398,101.3,963.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.0794,101.3,969.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.2476,101.3,991.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.3513,101.3,1003.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.4028,101.3,1009.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.4536,101.3,1015.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,308.15,0.4968,101.3,1020,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0,101.3,952.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.0303,101.3,956.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.0398,101.3,958.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.0794,101.3,963.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.2476,101.3,985.7,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.3513,101.3,998,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.4028,101.3,1004.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.4536,101.3,1009.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,313.15,0.4968,101.3,1014.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0,101.3,946.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.0303,101.3,950.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.0398,101.3,952.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.0794,101.3,957.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.2476,101.3,980.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.3513,101.3,992.5,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.4028,101.3,998.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.4536,101.3,1004.3,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,318.15,0.4968,101.3,1009,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0,101.3,940.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.0303,101.3,945.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.0398,101.3,946.6,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.0794,101.3,952.1,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.2476,101.3,974.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.3513,101.3,986.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.4028,101.3,993,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.4536,101.3,998.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,323.15,0.4968,101.3,1003.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0,101.3,935,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.0303,101.3,939.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.0398,101.3,940.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.0794,101.3,946.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.2476,101.3,968.8,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.3513,101.3,981.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.4028,101.3,987.4,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.4536,101.3,993.2,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
XpZXw,328.15,0.4968,101.3,997.9,Wang et al. (2022b),Density,Liquid,ABfReB,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,"1-butyl-2,3-dimethylimidazolium bis(trifluoromethylsulfonyl)amide",AAWlFo,CCOC(=O)OCC,diethyl carbonate,,,
