setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LaXeq,0,288.15,100,1140.5,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,293.15,100,1137.2,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,298.15,100,1134,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,303.15,100,1130.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,308.15,100,1127.3,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,313.15,100,1124,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0,318.15,100,1120.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,288.15,100,1140,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,293.15,100,1136.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,298.15,100,1133.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,303.15,100,1130.1,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,308.15,100,1126.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,313.15,100,1123.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00465,318.15,100,1120,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,288.15,100,1139.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,293.15,100,1136.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,298.15,100,1133.1,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,303.15,100,1129.8,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,308.15,100,1126.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,313.15,100,1123.1,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.00753,318.15,100,1119.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,288.15,100,1139.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,293.15,100,1136,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,298.15,100,1132.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,303.15,100,1129.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,308.15,100,1126,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,313.15,100,1122.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01053,318.15,100,1119.4,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,288.15,100,1139,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,293.15,100,1135.7,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,298.15,100,1132.3,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,303.15,100,1129,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,308.15,100,1125.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,313.15,100,1122.3,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01374,318.15,100,1119,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,288.15,100,1138.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,293.15,100,1135.2,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,298.15,100,1131.9,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,303.15,100,1128.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,308.15,100,1125.2,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,313.15,100,1121.9,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
LaXeq,0.01691,318.15,100,1118.6,wang et al. (2022),Density,Liquid,AAmaDQ,CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,1-(2-methoxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
