setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","MolaLity of N-acetyl-p-aminophenol, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lOaPy,293.15,0.1997,0.0555,101,1002.38,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0,101,1002.1,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.03,101,1002.91,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0326,101,1002.99,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0354,101,1003.06,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0392,101,1003.17,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.043,101,1003.28,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0473,101,1003.4,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.05,101,1003.48,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0531,101,1003.57,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.3007,0.0555,101,1003.64,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0,101,1003.37,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0298,101,1004.17,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0326,101,1004.25,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0359,101,1004.34,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.039,101,1004.43,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.043,101,1004.54,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0475,101,1004.67,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0497,101,1004.73,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0532,101,1004.83,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,293.15,0.4004,0.0557,101,1004.9,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0,101,998.308,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0304,101,999.135,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0329,101,999.207,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0358,101,999.29,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0395,101,999.394,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0433,101,999.504,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0474,101,999.623,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0495,101,999.687,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0531,101,999.792,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.101,0.0555,101,999.866,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0,101,999.565,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0301,101,1000.37,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0326,101,1000.44,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0356,101,1000.53,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0395,101,1000.64,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0429,101,1000.73,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0477,101,1000.87,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0499,101,1000.93,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0531,101,1001.02,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.1997,0.0555,101,1001.1,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0,101,1000.79,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.03,101,1001.59,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0326,101,1001.66,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0354,101,1001.74,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0392,101,1001.84,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.043,101,1001.95,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0473,101,1002.07,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.05,101,1002.15,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0531,101,1002.24,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.3007,0.0555,101,1002.31,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0,101,1002,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0298,101,1002.79,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0326,101,1002.86,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0359,101,1002.95,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.039,101,1003.04,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.043,101,1003.15,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0475,101,1003.28,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0497,101,1003.34,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0532,101,1003.44,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,298.15,0.4004,0.0557,101,1003.51,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0,101,996.883,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0304,101,997.697,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0329,101,997.768,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0358,101,997.851,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0395,101,997.955,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0433,101,998.063,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0474,101,998.181,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0495,101,998.243,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0531,101,998.347,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.101,0.0555,101,998.42,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.1997,0,101,998.065,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.1997,0.0301,101,998.861,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
lOaPy,303.15,0.1997,0.0326,101,998.928,Shekaari et al. (2017),Density,Liquid,AAdDTg,CC(=O)Nc1ccc(O)cc1,N-acetyl-p-aminophenol,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride
