setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gZbnF,0.00822,298.15,100,1193,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,303.15,100,1189.7,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,308.15,100,1186.4,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,313.15,100,1183,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,318.15,100,1179.8,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,323.15,100,1176.5,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,328.15,100,1173.2,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,333.15,100,1170,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00822,338.15,100,1166.7,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,298.15,100,1193.1,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,303.15,100,1189.8,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,308.15,100,1186.5,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,313.15,100,1183.1,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,318.15,100,1179.8,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,323.15,100,1176.6,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,328.15,100,1173.3,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,333.15,100,1170.1,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.00966,338.15,100,1166.8,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
gZbnF,0.01112,298.15,100,1193.2,Pan et al. (2018),Density,Liquid,AApKhv,CC(=O)[O-].CC[n+]1ccn(CCOC)c1,1-ethyl-3-(2-methoxyethyl)imidazolium acetate,AADYJk,O,water,,,
