setid,"Temperature, K",Mole fraction of 1-methyl-3-propylimidazolium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xfKqO,303.15,0,100,995.6,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.0497,100,1103,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.0992,100,1167.3,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.149,100,1208.3,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.1984,100,1238.6,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.4005,100,1299.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.5756,100,1322,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,303.15,0.749,100,1334.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0,100,992.5,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.0497,100,1097.4,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.0992,100,1160.7,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.149,100,1201.4,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.1984,100,1231.4,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.4005,100,1292,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.5756,100,1315,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,313.15,0.749,100,1327.2,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0,100,988.2,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.0497,100,1091.5,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.0992,100,1153.8,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.149,100,1194.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.1984,100,1224,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.4005,100,1284.9,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.5756,100,1307.9,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,323.15,0.749,100,1320.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0,100,983.6,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.0497,100,1085.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.0992,100,1146.8,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.149,100,1186.7,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.1984,100,1216.6,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.4005,100,1277.7,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.5756,100,1300.9,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,333.15,0.749,100,1313.1,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
xfKqO,343.15,0,100,978.2,Ding et al. (2022),Density,Liquid,AAnWVs,CCCn1cc[n+](C)c1.[Br-],1-methyl-3-propylimidazolium bromide,AADYJk,O,water,,,
