setid,"Temperature, K",Mole fraction of pyrrolidinium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hFFlY,298.15,0.1185,101.3,997,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.1185,101.3,997,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.1702,101.3,1026,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.1702,101.3,1026,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.261,101.3,1073,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.261,101.3,1073,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.3403,101.3,1100,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.3403,101.3,1100,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.4903,101.3,1129,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.4903,101.3,1129,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.6503,101.3,1147,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.6503,101.3,1147,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.7203,101.3,1153,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.7203,101.3,1153,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.8302,101.3,1160,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.8302,101.3,1160,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.9401,101.3,1165,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,0.9401,101.3,1165,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,1,101.3,1168,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,298.15,1,101.3,1168,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0,101.3,996,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.0147,101.3,965,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.0306,101.3,957,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.0554,101.3,960,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.0941,101.3,980,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.1185,101.3,993,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.1702,101.3,1023,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.261,101.3,1068,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.3403,101.3,1094,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.4903,101.3,1123,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.6503,101.3,1141,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.7203,101.3,1148,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.8302,101.3,1155,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,0.9401,101.3,1162,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,303.15,1,101.3,1164,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0,101.3,994,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.0147,101.3,964,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.0306,101.3,955,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.0554,101.3,956,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.0941,101.3,976,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.1185,101.3,992,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.1702,101.3,1022,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.261,101.3,1062,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.3403,101.3,1090,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.4903,101.3,1119,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.6503,101.3,1137,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.7203,101.3,1144,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.8302,101.3,1152,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,0.9401,101.3,1158,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,308.15,1,101.3,1161,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0,101.3,993,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.0147,101.3,963,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.0306,101.3,954,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.0554,101.3,954,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.0941,101.3,973,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.1185,101.3,989,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.1702,101.3,1019,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.261,101.3,1058,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.3403,101.3,1083,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.4903,101.3,1114,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.6503,101.3,1133,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.7203,101.3,1138,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.8302,101.3,1146,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,0.9401,101.3,1153,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,313.15,1,101.3,1157,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0,101.3,990,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.0147,101.3,962,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.0306,101.3,952,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.0554,101.3,954,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.0941,101.3,972,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.1185,101.3,987,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.1702,101.3,1016,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.261,101.3,1055,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.3403,101.3,1080,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.4903,101.3,1110,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.6503,101.3,1129,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.7203,101.3,1136,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.8302,101.3,1144,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,0.9401,101.3,1150,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,318.15,1,101.3,1153,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0,101.3,988,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.0147,101.3,959,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.0306,101.3,949,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.0554,101.3,950,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.0941,101.3,968,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.1185,101.3,984,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.1702,101.3,1014,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.261,101.3,1053,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.3403,101.3,1076,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.4903,101.3,1107,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.6503,101.3,1126,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.7203,101.3,1132,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.8302,101.3,1140,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,0.9401,101.3,1146,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,323.15,1,101.3,1150,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0,101.3,986,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.0147,101.3,956,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.0306,101.3,944,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.0554,101.3,946,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.0941,101.3,964,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.1185,101.3,981,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.1702,101.3,1012,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.261,101.3,1051,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.3403,101.3,1073,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.4903,101.3,1101,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.6503,101.3,1121,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.7203,101.3,1127,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.8302,101.3,1136,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,0.9401,101.3,1142,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,328.15,1,101.3,1146,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0,101.3,983,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.0147,101.3,950,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.0306,101.3,941,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.0554,101.3,941,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.0941,101.3,961,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.1185,101.3,976,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.1702,101.3,1007,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.261,101.3,1045,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.3403,101.3,1068,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.4903,101.3,1096,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.6503,101.3,1116,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.7203,101.3,1122,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.8302,101.3,1131,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,0.9401,101.3,1138,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
hFFlY,333.15,1,101.3,1141,Anouti et al. (2009),Density,Liquid,AADYJk,O,water,AAZplZ,C1CC[NH2+]C1.O=[N+]([O-])[O-],pyrrolidinium nitrate,,,
