setid,"MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","MolaLity of glycylglycine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lvAMa,1,0,298.15,101,1004.43,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.05185,298.15,101,1007.26,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.05267,298.15,101,1007.31,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.07285,298.15,101,1008.39,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.09387,298.15,101,1009.52,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.10264,298.15,101,1010,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.1043,298.15,101,1010.09,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.13373,298.15,101,1011.67,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
lvAMa,1,0.16199,298.15,101,1013.19,Singh et al. (2004),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,AADYJk,O,water
