setid,"Temperature, K","Solvent: MolaRity of 2-aminoacetic acid, mol/dm3","MolaRity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AcFtD,308.1,0.2,0.95,101,1000.01,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,1.15,101,1000.02,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,1.28,101,1000.03,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,1.51,101,1000.03,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,1.74,101,1000.04,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.2,1.96,101,1000.07,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0,101,1003.29,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0.19,101,1003.15,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0.45,101,1003.17,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0.62,101,1003.17,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0.79,101,1003.19,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,0.95,101,1003.21,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,1.15,101,1003.23,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,1.28,101,1003.24,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,1.51,101,1003.25,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,1.74,101,1003.25,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.3,1.96,101,1003.27,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0,101,1006.4,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0.19,101,1006.08,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0.45,101,1006.09,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0.62,101,1006.1,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0.79,101,1006.12,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,0.95,101,1006.13,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,1.15,101,1006.13,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,1.28,101,1006.14,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,1.51,101,1006.15,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,1.74,101,1006.16,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.4,1.96,101,1006.16,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0,101,1008.88,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0.19,101,1008.76,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0.45,101,1008.76,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0.62,101,1008.76,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0.79,101,1008.78,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,0.95,101,1008.78,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,1.15,101,1008.79,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,1.28,101,1008.8,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,1.51,101,1008.81,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,1.74,101,1008.82,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,308.1,0.5,1.96,101,1008.83,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0,101,998.39,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0.19,101,997.912,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0.45,101,997.924,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0.62,101,997.934,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0.79,101,997.941,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,0.95,101,997.945,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,1.15,101,997.953,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,1.28,101,997.957,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,1.51,101,997.96,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,1.74,101,997.968,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.2,1.96,101,998,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0,101,1001.41,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0.19,101,1001.26,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0.45,101,1001.28,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0.62,101,1001.29,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0.79,101,1001.3,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,0.95,101,1001.32,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,1.15,101,1001.33,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,1.28,101,1001.34,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,1.51,101,1001.35,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,1.74,101,1001.35,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.3,1.96,101,1001.36,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0,101,1004.5,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0.19,101,1004.09,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0.45,101,1004.1,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0.62,101,1004.11,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0.79,101,1004.13,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,0.95,101,1004.12,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,1.15,101,1004.12,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,1.28,101,1004.14,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,1.51,101,1004.15,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,1.74,101,1004.15,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.4,1.96,101,1004.16,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0,101,1007,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0.19,101,1006.74,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0.45,101,1006.74,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0.62,101,1006.74,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0.79,101,1006.75,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,0.95,101,1006.76,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,1.15,101,1006.77,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,1.28,101,1006.78,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,1.51,101,1006.79,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,1.74,101,1006.79,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
AcFtD,313,0.5,1.96,101,1006.8,Sharma et al. (2016b),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AADYJk,O,water
