setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PSvmV,298.15,0,100,894.8,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.1012,100,996.2,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.1992,100,1073.5,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.312,100,1143.7,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.3985,100,1187.6,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.5056,100,1233.1,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.5996,100,1266.6,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.7054,100,1298.7,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.7963,100,1322.4,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,0.9185,100,1350.2,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,298.15,1,100,1367.2,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0,100,888.6,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.1012,100,990.5,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.1992,100,1068,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.312,100,1138.5,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.3985,100,1182.8,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.5056,100,1228.6,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.5996,100,1262.3,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.7054,100,1294.5,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.7963,100,1318.1,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,0.9185,100,1345.9,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
PSvmV,303.15,1,100,1363,Rama Rao et al. (2020),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQxSq,CCOC(C)=O,ethyl acetate,,,
