setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rQdNM,298.15,0,100,1107.2,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.1242,100,1204.1,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.22,100,1253.6,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.3191,100,1292.5,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.4048,100,1320.1,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.51,100,1348.2,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.5945,100,1367.5,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.7171,100,1391.3,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.8383,100,1411.5,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,0.9084,100,1421.7,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,298.15,1,100,1433.7,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0,100,1103.1,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.1242,100,1198.7,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.22,100,1248,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.3191,100,1287,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.4048,100,1314.6,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.51,100,1342.9,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.5945,100,1362.2,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.7171,100,1386.1,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
rQdNM,303.15,0.8383,100,1406.4,Srinivasa Krishna et al. (2016),Density,Liquid,AAQTZI,O=C1CCCN1,2-pyrrolidinone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
