setid,"Temperature, K","MolaLity of sodium trifluoromethanesulfonate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YxHgG,293.15,0.1172,101,802.543,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.1463,101,805.377,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.1743,101,808.112,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.2027,101,810.904,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.2301,101,813.634,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.2574,101,816.321,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,293.15,0.2861,101,819.161,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0,101,786.447,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.04581,101,790.91,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.05858,101,792.154,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.07409,101,793.657,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.08825,101,795.022,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.1028,101,796.431,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.1172,101,797.833,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.1463,101,800.668,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.1743,101,803.401,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.2027,101,806.19,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.2301,101,808.917,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.2574,101,811.601,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,298.15,0.2861,101,814.439,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0,101,781.714,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.04581,101,786.191,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.05858,101,787.428,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.07409,101,788.931,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.08825,101,790.305,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.1028,101,791.701,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.1172,101,793.105,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.1463,101,795.947,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.1743,101,798.671,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.2027,101,801.46,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.2301,101,804.185,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.2574,101,806.867,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,303.15,0.2861,101,809.7,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0,101,776.97,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.04581,101,781.448,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.05858,101,782.688,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.07409,101,784.175,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.08825,101,785.561,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.1028,101,786.964,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.1172,101,788.352,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.1463,101,791.201,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.1743,101,793.913,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.2027,101,796.713,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.2301,101,799.436,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.2574,101,802.106,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,308.15,0.2861,101,804.938,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0,101,772.195,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.04581,101,776.675,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.05858,101,777.918,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.07409,101,779.409,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.08825,101,780.79,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.1028,101,782.194,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.1172,101,783.59,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.1463,101,786.428,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.1743,101,789.143,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.2027,101,791.938,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.2301,101,794.66,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.2574,101,797.321,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
YxHgG,313.15,0.2861,101,800.15,Warminska et al. (2010b),Density,Liquid,AAGIBL,CO,methanol,AAhEBB,O=S(=O)([O-])C(F)(F)F.[Na+],sodium trifluoromethanesulfonate,,,
