setid,"Temperature, K","MolaLity of 1-methyl-3-octylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
liLoJ,293.15,0,101,1100.22,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.00222,101,1100.28,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.00411,101,1100.33,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.00639,101,1100.39,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.00868,101,1100.45,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.01098,101,1100.51,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.01287,101,1100.56,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.0156,101,1100.63,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.01754,101,1100.68,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.01986,101,1100.74,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,293.15,0.0222,101,1100.8,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0,101,1090.34,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.00254,101,1090.41,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.00588,101,1090.5,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.00888,101,1090.58,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.01151,101,1090.65,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.01491,101,1090.74,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.01758,101,1090.81,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.02064,101,1090.89,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.02333,101,1090.96,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.02681,101,1091.05,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,303.15,0.03031,101,1091.14,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,308.15,0,101,1085.41,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
liLoJ,308.15,0.00216,101,1085.43,Wang et al. (2012c),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,ABAwEw,CCCCCCCCn1cc[n+](C)c1.[Br-],1-methyl-3-octylimidazolium bromide,,,
