setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BjImr,298.15,0.1983,100,1119,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.3053,100,1219.55,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.4013,100,1297.41,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.5001,100,1367.89,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.5949,100,1427.71,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.7025,100,1487.66,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.8049,100,1538.37,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.9051,100,1583.83,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,298.15,0.947,100,1602.08,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.0344,100,920.5,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.0694,100,967.4,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.0908,100,994.4,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.1509,100,1064.3,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.1983,100,1114.4,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.3053,100,1214.7,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.4013,100,1292.36,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.5001,100,1362.75,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.5949,100,1422.43,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.7025,100,1482.31,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.8049,100,1532.92,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.9051,100,1578.21,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,303.15,0.947,100,1596.37,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.0344,100,916.5,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.0694,100,963.2,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.0908,100,990,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.1509,100,1059.9,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.1983,100,1109.8,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.3053,100,1209.82,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.4013,100,1287.3,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.5001,100,1357.46,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.5949,100,1416.97,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.7025,100,1476.66,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.8049,100,1527.13,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.9051,100,1572.38,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,308.15,0.947,100,1590.48,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.0344,100,912.3,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.0694,100,958.9,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.0908,100,985.7,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.1509,100,1055.3,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.1983,100,1105.2,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.3053,100,1204.92,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.4013,100,1282.19,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.5001,100,1352.13,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.5949,100,1411.51,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.7025,100,1471.06,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.8049,100,1521.44,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.9051,100,1566.64,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,313.15,0.947,100,1584.75,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,318.15,0.0344,100,908,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,318.15,0.0694,100,954.5,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
BjImr,318.15,0.0908,100,981.3,Vranes et al. (2014c),Density,Liquid,AAeMpf,CCCCN(C=O)CCCC,"N,N-dibutylformamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
