setid,"MolaLity of benzyltributylammonium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rkGNn,0.001,298.15,101.3,996.95,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.001,308.15,101.3,993.95,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.001,318.15,101.3,989.01,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.003,298.15,101.3,997.09,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.003,308.15,101.3,994.07,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.003,318.15,101.3,989.12,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.005,298.15,101.3,997.21,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.005,308.15,101.3,994.19,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
rkGNn,0.005,318.15,101.3,989.21,Roy et al. (2024),Density,Liquid,ABHzIS,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.[Cl-],benzyltributylammonium chloride,AADYJk,O,water,,,
