setid,Mole fraction of hexane,"Mole fraction of 1,2-dimethylbenzene","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mIDqp,0,0.208,298.15,1179.4,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.003,0.123,298.15,1196.8,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.004,0.1,298.15,1200.9,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.004,0.15,298.15,1190.8,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.008,0.06,298.15,1207.5,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.008,0.08,298.15,1204,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.009,0,298.15,1217.2,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
mIDqp,0.015,0.025,298.15,1212.7,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,8,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane
