setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xTuRO,288.15,1,100,1139.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0,100,785.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.1,100,865.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.1998,100,926.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.3234,100,982.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.3998,100,1010.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.5003,100,1041.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.6,100,1067.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.697,100,1088.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.8002,100,1106.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,0.8991,100,1122,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,293.15,1,100,1136.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0,100,780.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.1,100,861.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.1998,100,922.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.3234,100,979.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.3998,100,1007.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.5003,100,1038.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.6,100,1064.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.697,100,1085,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.8002,100,1103.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,0.8991,100,1118.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,298.15,1,100,1133,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0,100,776.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.1,100,858,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.1998,100,919.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.3234,100,975.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.3998,100,1003.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.5003,100,1035.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.6,100,1057.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.697,100,1081.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.8002,100,1100.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,0.8991,100,1115.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,303.15,1,100,1129.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0,100,772.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.1,100,854,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.1998,100,915.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.3234,100,972.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.3998,100,1000.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.5003,100,1031.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.6,100,1055.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.697,100,1078.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.8002,100,1097,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,0.8991,100,1112.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,308.15,1,100,1126.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0,100,767.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.1,100,850,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.1998,100,911.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.3234,100,968.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.3998,100,996.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.5003,100,1028.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.6,100,1054.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.697,100,1075.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.8002,100,1093.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,0.8991,100,1109,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,313.15,1,100,1123.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0,100,763.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.1,100,846,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.1998,100,907.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.3234,100,965.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.3998,100,993.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.5003,100,1025,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.6,100,1051.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.697,100,1071.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.8002,100,1090.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,0.8991,100,1105.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
xTuRO,318.15,1,100,1120.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AALcwx,CC(C)O,propan-2-ol,,,
