setid,"Solvent: MolaLity of sodium dodecyl sulfate, mol/kg","Temperature, K","MolaLity of glycyl-l-glutamine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tqaiq,0,303.15,0.1008,101.3,1004.92,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,303.15,0.1497,101.3,1009.37,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,303.15,0.1987,101.3,1013.75,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,303.15,0.2522,101.3,1018.47,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0,101.3,994.03,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.02145,101.3,996.047,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.03879,101.3,997.665,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.06116,101.3,999.733,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.08141,101.3,1001.6,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.1008,101.3,1003.37,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.1497,101.3,1007.8,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.1987,101.3,1012.22,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,308.15,0.2522,101.3,1016.92,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0,101.3,992.392,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.02145,101.3,994.398,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.03879,101.3,996.008,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.06116,101.3,998.073,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.08141,101.3,999.928,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.1008,101.3,1001.69,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.1497,101.3,1006.1,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.1987,101.3,1010.46,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0,313.15,0.2522,101.3,1015.13,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0,101.3,999.107,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.01998,101.3,1000.63,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.03969,101.3,1002.12,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.06141,101.3,1003.76,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.08185,101.3,1005.29,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.102,101.3,1006.79,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.1501,101.3,1010.34,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.2063,101.3,1014.39,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,298.15,0.2444,101.3,1017.09,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0,101.3,997.664,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.03969,101.3,1000.66,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.06141,101.3,1002.28,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.08185,101.3,1003.79,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.102,101.3,1005.27,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.1501,101.3,1008.74,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.2063,101.3,1012.74,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,303.15,0.2444,101.3,1015.41,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0,101.3,995.933,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.01998,101.3,997.437,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.03969,101.3,998.911,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.06141,101.3,1000.52,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.08185,101.3,1002.02,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.102,101.3,1003.5,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.1501,101.3,1007.01,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.2063,101.3,1011,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,308.15,0.2444,101.3,1013.65,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0,101.3,994.216,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.03969,101.3,997.166,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.06141,101.3,998.76,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.08185,101.3,1000.25,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.102,101.3,1001.7,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.1501,101.3,1005.16,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.2063,101.3,1009.12,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
tqaiq,0.05,313.15,0.2444,101.3,1011.77,Yan et al. (2011),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,AAnDys,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,glycyl-l-glutamine
