setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RAxBs,303.15,0.439,101,1005.7,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0,101,765.75,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.0303,101,800.18,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.0797,101,844.95,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.1308,101,881.27,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.1806,101,910.3,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.235,101,936.47,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.2914,101,958.78,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.3717,101,984.4,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,308.15,0.439,101,1002.2,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0,101,760.25,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.0303,101,795.05,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.0797,101,840.21,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.1308,101,876.86,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.1806,101,906.14,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.235,101,932.51,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.2914,101,955.02,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.3717,101,980.8,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,313.15,0.439,101,998.9,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0,101,754.73,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.0303,101,789.88,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.0797,101,835.48,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.1308,101,872.45,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.1806,101,901.98,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.235,101,928.57,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.2914,101,951.26,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.3717,101,977.3,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
RAxBs,318.15,0.439,101,995.5,Yang et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
