setid,"Solvent: MolaLity of lithium bromide, mol/kg","MolaLity of 1-hexyl-3-methylimidazolium thiocyanate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FxOXe,0,0,86,298.15,997,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0105,86,298.15,997.2,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0166,86,298.15,997.3,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0197,86,298.15,997.3,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0218,86,298.15,997.3,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0257,86,298.15,997.4,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0301,86,298.15,997.5,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0,0.0331,86,298.15,997.6,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0,86,298.15,1008.1,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0049,86,298.15,1008.1,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0075,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0099,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0142,86,298.15,1008.2,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0174,86,298.15,1008.3,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0203,86,298.15,1008.3,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0233,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0255,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.192,0.0283,86,298.15,1008.4,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0,86,298.15,1012.5,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0044,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0069,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0092,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0124,86,298.15,1012.6,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.014,86,298.15,1012.7,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.0167,86,298.15,1012.7,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
FxOXe,0.298,0.019,86,298.15,1012.7,Shekaari et al. (2020a),Density,Liquid,AArRzj,CCCCCC[n+]1ccn(C)c1.N#C[S-],1-hexyl-3-methylimidazolium thiocyanate,AADYJk,O,water,AAQklV,[Br-].[Li+],lithium bromide
