setid,Mole fraction of 1-hexyl-3-methylimidazolium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yLtQg,0,298.15,101,801.4,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.0538,298.15,101,863.5,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.0932,298.15,101,902.8,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.196,298.15,101,988.4,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.2934,298.15,101,1052.5,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.3985,298.15,101,1108.2,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.4946,298.15,101,1150.5,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.5983,298.15,101,1189.1,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.7039,298.15,101,1222.3,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.7993,298.15,101,1248.3,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.8981,298.15,101,1271.9,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,0.9519,298.15,101,1283.8,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
yLtQg,1,298.15,101,1293.7,Pereiro et al. (2006b),Density,Liquid,AAQdGo,CCCC(C)=O,pentan-2-one,ABICIG,CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium hexafluorophosphate,,,
