setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kGAOz,288.15,0.0106,100,1172.2,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,288.15,0.0128,100,1170.2,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,288.15,0.0141,100,1168.7,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,288.15,0.0151,100,1167.5,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,288.15,0.0192,100,1163.6,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,293.15,0.0106,100,1169.1,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,293.15,0.0128,100,1167,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,293.15,0.0141,100,1165.5,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,293.15,0.0151,100,1164.4,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
kGAOz,293.15,0.0192,100,1160.5,Zhao et al. (2023b),Density,Liquid,AAjqbN,CC(=O)[O-].Cn1cc[n+](CCO)c1,1-(2-hydroxyethyl)-3-methylimidazolium acetate,AADYJk,O,water,,,
