setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tlCEG,0.01735,101,298,0.0027,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.01772,101,298,0.0028,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.03468,101,298,0.0055,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.03555,101,298,0.0057,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.05112,101,298,0.008,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.05157,101,298,0.0082,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.06894,101,298,0.011,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.071,101,298,0.011,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.08885,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.0889,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.08953,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
