setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tlCEG,0.08953,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.17145,101,298,0.026,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.25325,101,298,0.038,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.36568,101,298,0.054,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.40251,101,298,0.059,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.43247,101,298,0.063,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.50228,101,298,0.072,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.52608,101,298,0.075,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.60198,101,298,0.084,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.61685,101,298,0.086,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.65414,101,298,0.09,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.6894,101,298,0.095,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.77218,101,298,0.104,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.80572,101,298,0.108,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.86229,101,298,0.115,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,0.88091,101,298,0.116,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
tlCEG,1.01259,101,298,0.131,Brouillette et al. (1998),Density,Liquid,AAoDKM,CCN(CC)S(=O)(=O)N(CC)CC,tetraethylsulfamide,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
