setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VSVHP,293.15,0,81.5,941.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.131,81.5,1020,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.198,81.5,1054.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.2976,81.5,1098.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.3868,81.5,1134.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.4734,81.5,1164.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.563,81.5,1191,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.7089,81.5,1230.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.7973,81.5,1244.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,0.8821,81.5,1257.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,293.15,1,81.5,1285.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0,81.5,936.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.131,81.5,1015.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.198,81.5,1050.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.2976,81.5,1094.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.3868,81.5,1130.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.4734,81.5,1160.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.563,81.5,1187.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.7089,81.5,1226.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.7973,81.5,1240.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,0.8821,81.5,1253.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,298.15,1,81.5,1282.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0,81.5,932.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.131,81.5,1011.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.198,81.5,1046.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.2976,81.5,1090.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.3868,81.5,1126.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.4734,81.5,1156.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.563,81.5,1183.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.7089,81.5,1222.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.7973,81.5,1236.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,0.8821,81.5,1249.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,303.15,1,81.5,1278.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0,81.5,927.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.131,81.5,1006.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.198,81.5,1042.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.2976,81.5,1086.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.3868,81.5,1122,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.4734,81.5,1152.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.563,81.5,1179.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.7089,81.5,1218.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.7973,81.5,1233.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,0.8821,81.5,1245.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,308.15,1,81.5,1274.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0,81.5,922.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.131,81.5,1002.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.198,81.5,1038,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.2976,81.5,1082.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.3868,81.5,1118,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.4734,81.5,1148.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.563,81.5,1175.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.7089,81.5,1214.8,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.7973,81.5,1229.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,0.8821,81.5,1241.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,313.15,1,81.5,1270.8,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0,81.5,918.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.131,81.5,998.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.198,81.5,1033.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.2976,81.5,1078.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.3868,81.5,1114,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.4734,81.5,1144.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.563,81.5,1171.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.7089,81.5,1210.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.7973,81.5,1225.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,0.8821,81.5,1238.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,318.15,1,81.5,1267,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0,81.5,913.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.131,81.5,994.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.198,81.5,1029.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.2976,81.5,1074,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.3868,81.5,1110,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.4734,81.5,1140.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.563,81.5,1167.5,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.7089,81.5,1207.1,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.7973,81.5,1221.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,0.8821,81.5,1234.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,323.15,1,81.5,1263.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0,81.5,908.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.131,81.5,990,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.198,81.5,1025.2,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.2976,81.5,1070,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.3868,81.5,1106,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.4734,81.5,1136.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.563,81.5,1163.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.7089,81.5,1203.4,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.7973,81.5,1217.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,0.8821,81.5,1230.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,328.15,1,81.5,1259.6,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0,81.5,904.3,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0.131,81.5,986,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0.198,81.5,1021,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0.2976,81.5,1065.9,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0.3868,81.5,1102,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
VSVHP,333.15,0.4734,81.5,1132.7,Zarei and Keley (2017),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,,,
