setid,"Temperature, K",Mole fraction of tetrabutylammonium picrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HHyhg,298.15,0,101,1015.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,298.15,0.1052,101,1034.2,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,298.15,0.2121,101,1057.76,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,298.15,0.3228,101,1076.45,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,308.15,0,101,998.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,308.15,0.1052,101,1022.23,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,308.15,0.2121,101,1045.01,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,308.15,0.3228,101,1069.06,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,318.15,0,101,988.22,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,318.15,0.1052,101,1011.32,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,318.15,0.2121,101,1035.39,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,318.15,0.3228,101,1057.39,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,328.15,0,101,974.8,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,328.15,0.1052,101,998.7,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,328.15,0.2121,101,1024.22,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,328.15,0.3228,101,1047.45,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,338.1,0,101,961.46,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,338.1,0.1052,101,979.54,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,338.1,0.2121,101,1016.32,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,338.1,0.3228,101,1038.23,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,338.1,0.4559,101,1061.11,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0,101,950.76,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.1052,101,979.65,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.2121,101,1005.44,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.3228,101,1032.97,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.4559,101,1055.27,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.6013,101,1083.9,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.7095,101,1094.2,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,348.1,0.8259,101,1101.55,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0,101,944.5,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.1052,101,972.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.2121,101,998.94,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.3228,101,1025.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
