setid,"Temperature, K",Mole fraction of tetrabutylammonium picrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HHyhg,353.1,0.4559,101,1048.92,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.6013,101,1072.8,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.7095,101,1087.44,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,353.1,0.8259,101,1098.34,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0,101,932.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.1052,101,961.5,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.2121,101,992.55,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.3228,101,1014.43,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.4559,101,1044.66,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.6013,101,1067.32,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.7095,101,1082.04,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.8259,101,1093.32,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,0.9444,101,1100.12,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
HHyhg,362.1,1,101,1105.3,Sonawane and Kumar (2004),Density,Liquid,AAUpuK,COc1ccccc1,anisole,ABmZtW,CCCC[N+](CCCC)(CCCC)CCCC.C1=C(C=C(C(=C1[N+](=O)[O-])[O-])[N+](=O)[O-])[N+](=O)[O-],tetrabutylammonium picrate,,,
