setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZKYwA,100,298.15,0.8981,1097.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,298.15,0.947,1105.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,298.15,1,1114,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0,802.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.052,831.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.1024,856.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.2001,900.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.3005,939.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.4008,974.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.4975,1004,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.6004,1031.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.6996,1055,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.7999,1075.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.8981,1094.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,0.947,1102.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,303.15,1,1110.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0,798.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.052,827.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.1024,852.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.2001,896.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.3005,936.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.4008,970.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.4975,1000.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.6004,1028.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.6996,1051.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.7999,1072.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.8981,1091.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,0.947,1099.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,100,308.15,1,1107.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0,809.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.052,838.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.1024,863.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.2001,906.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.3005,945.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.4008,980.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.4975,1009.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.6004,1036.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.6996,1060.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.7999,1081.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.8981,1099.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,0.947,1107.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,298.15,1,1115.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0,806,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.052,834.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.1024,860.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.2001,903.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.3005,942.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.4008,976.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.4975,1006.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.6004,1033.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.6996,1057.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.7999,1077.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.8981,1096.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,0.947,1104.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,303.15,1,1112.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0,802.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.052,831,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.1024,856.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.2001,899.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.3005,939,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.4008,973.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.4975,1003,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.6004,1030.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.6996,1053.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.7999,1074.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.8981,1092.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,0.947,1101.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,5000,308.15,1,1109.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0,813.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.052,841.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.1024,866.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.2001,909.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.3005,948.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.4008,982.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.4975,1012,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.6004,1039.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.6996,1062.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.7999,1083.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.8981,1101.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,0.947,1109.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,298.15,1,1117.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0,809.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.052,838,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.1024,863.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.2001,906.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.3005,944.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.4008,979.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.4975,1008.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.6004,1035.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.6996,1059.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.7999,1079.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.8981,1098,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,0.947,1106.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,303.15,1,1114.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0,805.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.052,834.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.1024,859.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.2001,902.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.3005,941.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.4008,976.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.4975,1005.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.6004,1032.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.6996,1055.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.7999,1076.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.8981,1095,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,0.947,1103.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
ZKYwA,10000,308.15,1,1111.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
