setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VSsAr,293.15,0,101,781.89,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.0533,101,946.96,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.1886,101,1183.76,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.337,101,1316.94,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.4724,101,1390.06,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.652,101,1452.53,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.8245,101,1492.64,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,0.924,101,1510.36,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,293.15,1,101,1522.08,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
VSsAr,298.15,0,101,776.52,Geppert-Rybczynska et al. (2010a),Density,Liquid,AAHueB,CC#N,acetonitrile,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
