setid,"Temperature, K","Pressure, kPa","Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KhYhA,298.2,1258,0.000231,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,298.2,2072,0.000194,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,298.2,3136,0.000172,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,298.2,4198,0.000147,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,298.3,6173,0.000122,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.2,1875,0.00026,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.2,3276,0.000205,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.2,4462,0.00018,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.2,8366,0.000123,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.2,9829,0.000112,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.3,5758,0.000156,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.3,7029,0.000138,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
KhYhA,313.3,11427,0.000109,Aki et al. (2004),Density,Liquid,Gas,,21,AAIYzl,O=C=O,carbon dioxide,ACBsjq,CCCC[n+]1ccn(C)c1.O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium tris[(trifluoromethyl)sulfonyl]methide
