setid,"Temperature, K","Solvent: MolaLity of cholinium propanoate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rxBPH,293.15,0.1,0.0489,100,1001.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.0976,100,1003,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.1521,100,1004.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.2029,100,1006.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.246,100,1007.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.3016,100,1009.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.3485,100,1010.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.4036,100,1012.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.4482,100,1013.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.1,0.5266,100,1016,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.0553,100,1002.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.0971,100,1004,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.1473,100,1005.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.1953,100,1007.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.2441,100,1008.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.2986,100,1010.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.3489,100,1011.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.3967,100,1013.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.4517,100,1014.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.15,0.4998,100,1016.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.0516,100,1003.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.098,100,1004.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.1486,100,1006.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.2015,100,1007.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.2485,100,1009.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.2918,100,1010.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.3446,100,1012.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.3991,100,1013.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.4486,100,1015.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,293.15,0.2,0.4985,100,1016.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.0491,100,999.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.0973,100,1001,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.1484,100,1002.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.2003,100,1004.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.2516,100,1005.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.2971,100,1007.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.3522,100,1008.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.4005,100,1010.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.4256,100,1011.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.05,0.4816,100,1012.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.0489,100,1000.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.0976,100,1001.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.1521,100,1003.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.2029,100,1005.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.246,100,1006.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.3016,100,1008.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.3485,100,1009.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.4036,100,1011.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.4482,100,1012.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.1,0.5266,100,1014.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.0553,100,1001.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.0971,100,1002.7,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.1473,100,1004.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.1953,100,1005.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.2441,100,1007.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.2986,100,1008.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.3489,100,1010.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.3967,100,1011.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.4517,100,1013.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.15,0.4998,100,1014.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.0516,100,1001.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.098,100,1003.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.1486,100,1005,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.2015,100,1006.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.2485,100,1008,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.2918,100,1009.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.3446,100,1010.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.3991,100,1012.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.4486,100,1014,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,298.15,0.2,0.4985,100,1015.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.0491,100,998,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.0973,100,999.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.1484,100,1001.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.2003,100,1002.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.2516,100,1004.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.2971,100,1005.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.3522,100,1007.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.4005,100,1008.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.4256,100,1009.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.05,0.4816,100,1011.2,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.0489,100,998.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.0976,100,1000.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.1521,100,1002,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.2029,100,1003.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.246,100,1004.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.3016,100,1006.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.3485,100,1007.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.4036,100,1009.6,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.4482,100,1010.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.1,0.5266,100,1013.1,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.0553,100,1000,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.0971,100,1001.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.1473,100,1002.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.1953,100,1004.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.2441,100,1005.8,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.2986,100,1007.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.3489,100,1008.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.3967,100,1010.3,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.4517,100,1011.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.15,0.4998,100,1013.4,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.2,0.0516,100,1000.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.2,0.098,100,1001.9,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
rxBPH,303.15,0.2,0.1486,100,1003.5,Panda et al. (2019),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AAiEum,CCC(=O)[O-].C[N+](C)(C)CCO,cholinium propanoate,AADYJk,O,water
