setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vSZVq,0,6.2173,86,298.15,1126.97,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,0,7.7699,86,298.15,1138.1,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,1.856,3.5162,86,298.15,1128.38,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,2.5082,4.3493,86,298.15,1143.61,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,3.2529,1.3882,86,298.15,1128.61,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,4.1823,0,86,298.15,1127.74,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,4.212,1.9013,86,298.15,1146.82,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
vSZVq,5.5396,0,86,298.15,1149.56,Shokri and Sadeghi (2020),Density,Liquid,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
