setid,"Temperature, K",Weight fraction of trisodium citrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Imcax,298.15,0.000851,101,1156.6,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.00184,101,1145.8,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.004857,101,1118,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.005088,101,1117.2,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.005991,101,1106.6,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.009983,101,1091.8,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.016902,101,1076.1,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.026896,101,1067.3,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.035242,101,1064.3,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,298.15,0.042849,101,1062.5,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.010211,101,1103.2,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.012966,101,1096.5,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.017461,101,1090.2,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.02189,101,1085.1,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.026779,101,1079.2,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.043546,101,1074,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.051947,101,1073,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,308.15,0.061414,101,1072.1,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.004552,101,1125.3,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.005982,101,1111.6,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.012606,101,1097.3,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.01663,101,1091.3,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.031743,101,1078.7,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
Imcax,323.15,0.049217,101,1071.4,Han et al. (2010a),Density,Liquid mixture 1,Liquid mixture 2,,24,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AADYJk,O,water
