setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XHmsh,293.15,0,101.3,988.4,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.1032,101.3,1018.8,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.2037,101.3,1039.8,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.285,101.3,1052.4,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.383,101.3,1063.9,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.4978,101.3,1074,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.5939,101.3,1080.6,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.7016,101.3,1087.2,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.7942,101.3,1092.1,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,0.9002,101.3,1097.6,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,293.15,1,101.3,1108.5,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
XHmsh,298.15,0,101.3,984.4,Master and Malek (2020),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,
