setid,"Temperature, K","Solvent: MolaLity of 1-phenylpiperazinium tetrafluoroborate, mol/kg","MolaLity of (S)-2-aminopropanoic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qFehz,298.15,0.025,0.0499,100,1000.27,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.0999,100,1001.72,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.1499,100,1003.14,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.2,100,1004.55,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.25,100,1005.91,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.2999,100,1007.29,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.3499,100,1008.63,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.025,0.4,100,1009.99,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.05,100,1002.23,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.0999,100,1003.61,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.15,100,1005.08,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.2,100,1006.41,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.2499,100,1007.8,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.3,100,1009.2,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.35,100,1010.5,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.055,0.3999,100,1011.92,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.0499,100,1005.05,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.1,100,1006.49,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.1499,100,1007.88,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.2,100,1009.29,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.25,100,1010.7,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.3,100,1012.06,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.3499,100,1013.4,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,298.15,0.1,0.3999,100,1014.78,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.0499,100,998.83,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.0999,100,1000.27,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.1499,100,1001.68,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.2,100,1003.08,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.25,100,1004.44,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.2999,100,1005.8,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.3499,100,1007.14,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.025,0.4,100,1008.49,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.05,100,1000.76,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.0999,100,1002.13,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.15,100,1003.59,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.2,100,1004.92,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.2499,100,1006.29,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.3,100,1007.68,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.35,100,1009.03,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.055,0.3999,100,1010.38,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.1,0.0499,100,1003.54,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.1,0.1,100,1004.96,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
qFehz,303.15,0.1,0.1499,100,1006.34,Xie et al. (2016a),Density,Liquid,AARGJq,C[C@H](N)C(=O)O,(S)-2-aminopropanoic acid,AADYJk,O,water,AAwEEb,F[B-](F)(F)F.c1ccc([NH+]2CCNCC2)cc1,1-phenylpiperazinium tetrafluoroborate
