setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AgIkl,278.15,0.051,101,964.39,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.1,101,1013.94,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.1503,101,1059.68,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.2001,101,1098.67,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.3001,101,1166.19,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.3992,101,1217.18,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.4995,101,1261.1,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.599,101,1297.75,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.7014,101,1330,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.7965,101,1356.2,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.849,101,1369.2,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.899,101,1380.3,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,278.15,0.9511,101,1391.3,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.051,101,953.89,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.1,101,1003.61,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.1503,101,1049.68,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.2001,101,1088.88,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.3001,101,1155.19,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.3992,101,1207.94,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.4995,101,1252.06,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.599,101,1288.87,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.7014,101,1321.24,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.7965,101,1347.5,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.849,101,1360.5,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.899,101,1371.8,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,288.15,0.9511,101,1382.8,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.051,101,943.29,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.1,101,993.23,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.1503,101,1039.61,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.2001,101,1079.04,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.3001,101,1145.24,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.3992,101,1198.76,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.4995,101,1243.08,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.599,101,1280.05,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.7014,101,1312.54,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.7965,101,1339,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.849,101,1352,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
AgIkl,298.15,0.899,101,1363.3,Vercher et al. (2011b),Density,Liquid,AANtst,C1CCOC1,tetrahydrofuran,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
