setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BFKQr,293.15,0.0574,101,1061.11,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.1155,101,1081.09,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.2102,101,1107.07,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.3133,101,1130.01,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.4151,101,1148.5,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.5038,101,1162.16,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.6026,101,1175,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.6996,101,1185.9,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.8095,101,1196.1,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,293.15,0.9003,101,1204.1,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,298.15,0.0574,101,1057.45,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
BFKQr,298.15,0.1155,101,1077.45,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
