setid,"Temperature, K","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Solvent: MolaLity of 1-butyl-2,3-dimethylimidazolium bromide, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lioYw,283.15,0,100,0.1,1004.75,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.0209,100,0.1,1005.45,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.0411,100,0.1,1006.13,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.0607,100,0.1,1006.78,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.0798,100,0.1,1007.41,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.099,100,0.1,1008.05,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.1289,100,0.1,1009.04,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.1475,100,0.1,1009.65,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.1787,100,0.1,1010.68,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,283.15,0.1979,100,0.1,1011.3,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0,100,0.1,1004.08,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.0209,100,0.1,1004.77,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.0411,100,0.1,1005.44,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.0607,100,0.1,1006.08,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.0798,100,0.1,1006.71,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.099,100,0.1,1007.33,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.1289,100,0.1,1008.3,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.1475,100,0.1,1008.9,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.1787,100,0.1,1009.92,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,288.15,0.1979,100,0.1,1010.53,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0,100,0.1,1003.12,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
lioYw,293.15,0.0209,100,0.1,1003.8,Chen et al. (2017a),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,AADYJk,O,water,AAsrdg,CCCC[n+]1ccn(C)c1C.[Br-],"1-butyl-2,3-dimethylimidazolium bromide"
