setid,"MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LViNX,0.0501,298.15,101.3,999.3,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0501,308.15,101.3,996.3,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0501,310.15,101.3,995.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0501,318.15,101.3,992.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0503,298.15,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0503,308.15,101.3,996.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0503,310.15,101.3,995.7,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0503,318.15,101.3,992.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0504,298.15,101.3,999.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0504,308.15,101.3,996.4,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0504,310.15,101.3,995.7,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0504,318.15,101.3,992.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0506,298.15,101.3,999.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0506,308.15,101.3,996.5,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0506,310.15,101.3,995.8,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.0506,318.15,101.3,992.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1004,298.15,101.3,1001.7,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1004,308.15,101.3,998.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1004,310.15,101.3,997.9,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.1004,318.15,101.3,994.6,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.102,298.15,101.3,1001.9,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.102,308.15,101.3,998.9,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
LViNX,0.102,310.15,101.3,998.2,Patyar and Kaur (2022),Density,Liquid,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide,,,
