setid,Mole fraction of ethylbenzene,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Rvwok,0,343.15,100,1224,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.105,343.15,100,1211,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.203,343.15,100,1197,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.295,343.15,100,1180,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.389,343.15,100,1160,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.461,343.15,100,1143,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.584,343.15,100,1106,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.701,343.15,100,1066,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
Rvwok,0.732,343.15,100,1054,Requejo et al. (2017),Density,Liquid,AAUVOo,CCc1ccccc1,ethylbenzene,ABoVAt,CCCC[N+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,tributylmethylammonium bis((trifluoromethyl)sulfonyl)imide,,,
