setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gOTot,298.15,0,100,1039.4,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.1011,100,1132.7,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.21,100,1206.2,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.2968,100,1251.6,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.3922,100,1292.1,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.4939,100,1327.2,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.5883,100,1354.2,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.6852,100,1377.7,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.7901,100,1399.2,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
gOTot,298.15,0.8623,100,1412.3,Suneetha et al. (2017a),Density,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
