setid,Mole fraction of methylcyclohexane,Mole fraction of toluene,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MkKFH,0,0.248,101,298.15,1189.1,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.0001,0.248,101,298.15,1189.1,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.005,0.199,101,298.15,1198,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.007,0.179,101,298.15,1203,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.008,0.138,101,298.15,1209.8,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.009,0.101,101,298.15,1217.7,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.013,0.042,101,298.15,1227.6,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
MkKFH,0.015,0,101,298.15,1233.2,Gonzalez et al. (2011a),Density,Liquid,AAStyH,CC1CCCCC1,methylcyclohexane,AARlpN,Cc1ccccc1,toluene,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
