setid,"Temperature, K",Mole fraction of aluminum chloride,Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mkucw,318.15,0.5953,0.3969,101,1334.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,328.15,0.57,0.3806,101,1338.6,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,328.15,0.585,0.39,101,1330.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,328.15,0.5953,0.3969,101,1325.7,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,338.15,0.57,0.3806,101,1330.5,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,338.15,0.585,0.39,101,1322.5,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,338.15,0.5953,0.3969,101,1317,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,348.15,0.57,0.3806,101,1321.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,348.15,0.585,0.39,101,1313.7,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,348.15,0.5953,0.3969,101,1308,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,358.15,0.57,0.3806,101,1312.3,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,358.15,0.585,0.39,101,1304.8,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,358.15,0.5953,0.3969,101,1299,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,368.15,0.57,0.3806,101,1304,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,368.15,0.585,0.39,101,1296,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,368.15,0.5953,0.3969,101,1290.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,378.15,0.57,0.3806,101,1295.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,378.15,0.585,0.39,101,1287.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
mkucw,378.15,0.5953,0.3969,101,1281.6,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAORlg,[Cl-].[K+],potassium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
