setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QZmgT,283.15,0.01126,100,1000,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.01948,100,1000.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.02981,100,1000.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.04013,100,1000.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.04958,100,1000.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.05904,100,1001,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.07496,100,1001.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,283.15,0.09549,100,1001.7,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.00479,100,999.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.01126,100,999.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.01948,100,999.5,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.02981,100,999.7,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.04013,100,999.9,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.04958,100,1000.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.05904,100,1000.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.07496,100,1000.7,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,288.15,0.09549,100,1001.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.00479,100,998.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.01126,100,998.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.01948,100,998.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.02981,100,998.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.04013,100,999,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.04958,100,999.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.05904,100,999.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.07496,100,999.7,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,293.15,0.09549,100,1000.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.00479,100,997.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.01126,100,997.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.01948,100,997.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.02981,100,997.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.04013,100,997.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.04958,100,998,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.05904,100,998.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.07496,100,998.5,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,298.15,0.09549,100,998.9,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.00479,100,995.7,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.01126,100,995.9,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.01948,100,996,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.02981,100,996.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.04013,100,996.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.04958,100,996.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.05904,100,996.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.07496,100,997.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,303.15,0.09549,100,997.5,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.00479,100,994.1,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.01126,100,994.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.01948,100,994.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.02981,100,994.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.04013,100,994.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.04958,100,995,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.05904,100,995.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.07496,100,995.5,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,308.15,0.09549,100,995.9,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.00479,100,992.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.01126,100,992.4,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.01948,100,992.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.02981,100,992.8,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.04013,100,993,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.04958,100,993.2,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.05904,100,993.3,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.07496,100,993.6,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
QZmgT,313.15,0.09549,100,994,Tomas et al. (2018),Density,Liquid,AAZZTL,Cn1cc[n+](C)c1.[Cl-],"1,3-dimethylimidazolium chloride",AADYJk,O,water,,,
