setid,"Temperature, K","MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
asIVX,283.15,0.01156,101.3,1119.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.02108,101.3,1119.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.03149,101.3,1118.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.04061,101.3,1118.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.05003,101.3,1118,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.05685,101.3,1117.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.07686,101.3,1116.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,283.15,0.09995,101.3,1115.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.00546,101.3,1116.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.01156,101.3,1116.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.02108,101.3,1115.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.03149,101.3,1115.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.04061,101.3,1114.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.05003,101.3,1114.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.05685,101.3,1114.1,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.07686,101.3,1113.1,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,288.15,0.09995,101.3,1112,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.00546,101.3,1113.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.01156,101.3,1112.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.02108,101.3,1112.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.03149,101.3,1111.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.04061,101.3,1111.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.05003,101.3,1110.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.05685,101.3,1110.6,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.07686,101.3,1109.6,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,293.15,0.09995,101.3,1108.5,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.00546,101.3,1109.6,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.01156,101.3,1109.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.02108,101.3,1108.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.03149,101.3,1108.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.04061,101.3,1107.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.05003,101.3,1107.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.05685,101.3,1107,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.07686,101.3,1106.1,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,298.15,0.09995,101.3,1105,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.00546,101.3,1106.1,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.01156,101.3,1105.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.02108,101.3,1105.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.03149,101.3,1104.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.04061,101.3,1104.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.05003,101.3,1103.8,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.05685,101.3,1103.5,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.07686,101.3,1102.5,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,303.15,0.09995,101.3,1101.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.00546,101.3,1102.6,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.01156,101.3,1102.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.02108,101.3,1101.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.03149,101.3,1101.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.04061,101.3,1100.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.05003,101.3,1100.3,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.05685,101.3,1099.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.07686,101.3,1098.9,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,308.15,0.09995,101.3,1097.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.00546,101.3,1099,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.01156,101.3,1098.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.02108,101.3,1098.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.03149,101.3,1097.6,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.04061,101.3,1097.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.05003,101.3,1096.7,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.05685,101.3,1096.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.07686,101.3,1095.4,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
asIVX,313.15,0.09995,101.3,1094.2,Toma et al. (2022),Density,Liquid,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,AALwIY,OCCO,"1,2-ethanediol",,,
