setid,"Temperature, K",Mole fraction of dichloromethane,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qNEqm,278.15,0,101,1251,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.0375,101,1252.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.0731,101,1254.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.1117,101,1255.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.1664,101,1258.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.2488,101,1263.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.3308,101,1268.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.4023,101,1274.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.4624,101,1279.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.5776,101,1290.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.6593,101,1300,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.7684,101,1315.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.8377,101,1327.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.8856,101,1335.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.9207,101,1341.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.9475,101,1345.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.9687,101,1349.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,0.9858,101,1351.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,278.15,1,101,1352.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0,101,1247.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.0375,101,1248.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.0731,101,1250.6,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.1117,101,1252.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.1664,101,1255.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.2488,101,1260.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.3308,101,1265.1,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.4023,101,1270.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.4624,101,1275.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.5776,101,1286.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.6593,101,1295.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.7684,101,1310.5,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.8377,101,1321.3,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.8856,101,1329,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.9207,101,1334.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.9475,101,1338,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.9687,101,1340.9,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,0.9858,101,1342.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,283.15,1,101,1343.8,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0,101,1244,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.0375,101,1245.4,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.0731,101,1247.2,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
qNEqm,288.15,0.1117,101,1248.7,Lehmann et al. (2010),Density,Liquid,AAQRGv,ClCCl,dichloromethane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
