setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FTHao,0,101.3,298.15,821.74,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.1829,101.3,298.15,909.02,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.252,101.3,298.15,940.11,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.3541,101.3,298.15,984.34,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.449,101.3,298.15,1025.39,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.5241,101.3,298.15,1056.93,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.6367,101.3,298.15,1103.21,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.7471,101.3,298.15,1147.15,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.8676,101.3,298.15,1191.8,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,0.9712,101.3,298.15,1228.9,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
FTHao,1,101.3,298.15,1238,Domanska and Laskowska (2008),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
