setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qdEoy,308.15,0.0078,101,1183.8,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,308.15,0.0105,101,1181.1,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,308.15,0.01063,101,1180.8,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,308.15,0.01196,101,1179.2,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,308.15,0.01326,101,1177.9,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,313.15,0.0078,101,1181.2,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,313.15,0.0105,101,1178.6,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,313.15,0.01063,101,1178.2,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,313.15,0.01196,101,1176.7,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
qdEoy,313.15,0.01326,101,1175.6,Wei et al. (2010b),Density,Liquid,AADYJk,O,water,ABCtec,CCCC[n+]1ccn(C)c1.N[C@@H](CCC(=O)O)C(=O)[O-],1-butyl-3-methylimidazolium (S)-2-amino-4-carboxybutanoate,,,
