setid,Mole fraction of ethylammonium nitrate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aeAei,0,298.1,101.3,1018,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0,308.1,101.3,1009.1,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0,318.1,101.3,1000.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.0502,298.1,101.3,1030,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.0502,308.1,101.3,1021.3,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.0502,318.1,101.3,1012.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.1099,298.1,101.3,1043.8,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.1099,308.1,101.3,1035.4,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.1099,318.1,101.3,1027,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.2174,298.1,101.3,1065.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.2174,308.1,101.3,1057.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.2174,318.1,101.3,1049.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.3226,298.1,101.3,1086.2,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.3226,308.1,101.3,1078.6,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.3226,318.1,101.3,1071,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.4256,298.1,101.3,1104.9,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.4256,308.1,101.3,1097.7,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
aeAei,0.4256,318.1,101.3,1090.4,Singh et al. (2022),Density,Liquid,AAUohR,CC[NH3+].O=[N+]([O-])[O-],ethylammonium nitrate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
