setid,Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fUEIt,0.0031,293.15,100,1387.9,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,298.15,100,1384.4,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,303.15,100,1381,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,308.15,100,1375.5,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,313.15,100,1372.7,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,318.15,100,1368.1,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,323.15,100,1364.1,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,328.15,100,1360.4,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,333.15,100,1356.5,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
fUEIt,0.0031,338.15,100,1353.2,Song et al. (2021),Density,Liquid,AAtMUy,CCC[n+]1ccccc1.O=C([O-])C(F)(F)F,1-propylpyridinium trifluoroacetate,AADYJk,O,water,,,
