setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ElSsJ,0.116,303.15,101,1107.68,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,313.15,101,1098.77,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,323.15,101,1089.89,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,333.15,101,1081.01,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,343.15,101,1072.16,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,353.15,101,1063.32,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,293.15,101,1127.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,298.15,101,1123.42,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,303.15,101,1119.28,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,313.15,101,1111.04,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,323.15,101,1102.85,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,333.15,101,1094.68,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,343.15,101,1086.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2495,353.15,101,1078.43,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,293.15,101,1129.63,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,298.15,101,1125.56,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,303.15,101,1121.49,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,313.15,101,1113.36,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,323.15,101,1105.3,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,333.15,101,1097.26,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,343.15,101,1089.26,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.2831,353.15,101,1081.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,293.15,101,1134.64,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,298.15,101,1130.72,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,303.15,101,1126.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,313.15,101,1119,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,323.15,101,1111.23,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,333.15,101,1103.52,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,343.15,101,1095.83,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.3857,353.15,101,1088.18,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,293.15,101,1138.94,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,298.15,101,1135.14,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,303.15,101,1131.36,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,313.15,101,1123.83,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,323.15,101,1116.3,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,333.15,101,1108.9,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,343.15,101,1101.49,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5036,353.15,101,1094.12,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,293.15,101,1140.8,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,298.15,101,1137.07,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,303.15,101,1133.35,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,313.15,101,1125.95,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,323.15,101,1118.56,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,333.15,101,1111.26,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,343.15,101,1103.98,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.5714,353.15,101,1096.74,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,293.15,101,1143,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,298.15,101,1139.36,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,303.15,101,1135.72,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,313.15,101,1128.47,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,323.15,101,1121.26,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,333.15,101,1114.09,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,343.15,101,1106.97,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.6702,353.15,101,1099.87,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,293.15,101,1144.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,298.15,101,1140.95,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,303.15,101,1137.37,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,313.15,101,1130.25,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,323.15,101,1123.16,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,333.15,101,1116.1,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,343.15,101,1109.09,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7517,353.15,101,1102.1,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,293.15,101,1145.2,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,298.15,101,1141.61,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,303.15,101,1138.07,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,313.15,101,1131,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,323.15,101,1123.96,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,333.15,101,1116.96,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,343.15,101,1109.99,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.7883,353.15,101,1103.06,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,293.15,101,1147.13,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,298.15,101,1143.54,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,303.15,101,1140.09,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,313.15,101,1133.21,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,323.15,101,1126.29,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,333.15,101,1119.48,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,343.15,101,1112.63,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.8976,353.15,101,1105.89,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,293.15,101,1148.81,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,298.15,101,1145.29,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,303.15,101,1141.85,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,313.15,101,1135.04,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,323.15,101,1128.24,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,333.15,101,1121.48,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,343.15,101,1114.75,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,1,353.15,101,1108.05,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
